id	P_syn	pi_syn	syn_length	P_nonsyn	pi_nonsyn	nonsyn_length	P_nonsense	pi_nonsense	nonsense_length	pin_pis	pinonsense_pis	div_syn_count	div_nonsyn_count	div_nonsense_count	div_syn	div_nonsyn	div_nonsense	KnKs	KnonsenseKs	geneID
AT1G04310.1	8	0.00593259614929057	431.333333333333	4	0.000784957302513717	1506.66666666667	0	0	1506.66666666667	0.132312613695706	0	71	34	0	0.166146645865835	0.0228699551569507	0	0.137649213667656	0	AT1G04310
AT1G08080.1	3	0.00404482541681071	174.333333333333	2	0.00136893734944314	653.666666666667	0	0	653.666666666667	0.338441640460846	0	20	15	0	0.113636363636364	0.0230414746543779	0	0.202764976958525	0	AT1G08080
AT1G12980.1	5	0.00679510034414571	233.333333333333	6	0.00314596663647943	753.666666666667	0	0	753.666666666667	0.462975743866656	0	47	48	1	0.19971671388102	0.0650700406687754	0.00135562584726615	0.32581169299401	0.00678774360404188	AT1G12980
AT1G15210.1	14	0.00238429233439063	963.666666666667	1	3.96123031651367e-05	3365.33333333333	0	0	3365.33333333333	0.0166138617290236	0	144	23	0	0.149429263230716	0.00683438985736926	0	0.045736622864941	0	AT1G15210
AT1G15250.1	1	0.00691826641921827	65.6666666666667	1	0.00120342776958621	222.333333333333	0	0	222.333333333333	0.173949324391903	0	12	1	0	0.182741116751269	0.00449775112443778	0	0.0246126936531734	0	AT1G15250
AT1G16360.2	1	0.00161830163766973	236.333333333333	0	5.32123440665143e-05	816.666666666667	0	0	816.666666666667	0.0328815981074685	0	33	21	3	0.1546875	0.0280124499777679	0.00400177856825256	0.181090585714863	0.0258700836735519	AT1G16360
AT1G26670.1	0	0.000912771363070274	146	1	0.000772043015615526	523	0	0	523	0.845823003275013	0	23	6	0	0.157534246575342	0.011472275334608	0	0.0728240086457727	0	AT1G26670
AT1G30814.1	3	0.00195560381576415	212	2	0.000249695891249292	706	0	0	706	0.127682247925929	0	23	47	1	0.162352941176471	0.0930079155672823	0.00197889182058047	0.572874842262246	0.0121888264311116	AT1G30814
AT1G52200.1	0	0	124	2	0.000759800440614699	449	0	0	449	Inf	NA	15	25	0	0.122615803814714	0.0562218890554723	0	0.458520739630185	0	AT1G52200
AT1G57800.2	3	0.0047497181751327	441	7	0.00133688008505717	1554	0	0	1554	0.28146513872264	0	76	71	6	0.236514522821577	0.0609093508721761	0.00514726908778953	0.257529009827973	0.02176301491504	AT1G57800
AT1G65630.1	3	0.00255737028890027	371	3	0.000744253393333568	1309	0	0	1309	0.291022929516247	0	62	90	4	0.209459459459459	0.0819672131147541	0.00364298724954463	0.391327340031729	0.0173923262236324	AT1G65630
AT1G69460.1	0	0.00164315529819437	130.333333333333	0	9.24688528910363e-05	514.666666666667	0	0	514.666666666667	0.0562751755677922	0	23	5	0	0.176470588235294	0.00971502590673575	0	0.0550518134715026	0	AT1G69460
AT1G69810.1	4	0.00863888200158431	255	5	0.00226695408669958	909	0	0	909	0.262412900915169	0	33	27	0	0.131299734748011	0.0301788375558867	0	0.229846904213521	0	AT1G69810
AT1G71390.2	0	0	517.666666666667	0	0	1852.33333333333	0	0	1852.33333333333	NA	NA	72	63	2	0.200185356811863	0.0480427046263345	0.00152516522623284	0.239991103202847	0.00761876518104276	AT1G71390
AT1G71695.1	4	0.00638796711801406	249	0	0.000445746732799928	828	0	0	828	0.0697791213644357	0	39	17	0	0.157046979865772	0.0205894226887364	0	0.131103588915458	0	AT1G71695
AT1G71890.1	8	0.00951114659857207	368	2	0.000920397726638617	1171	0	7.74576103142613e-05	1171	0.0967704279499591	0.00814387724040446	42	33	0	0.114233907524932	0.0282453637660485	0	0.247259017729774	0	AT1G71890
AT1G72450.1	0	0	171.666666666667	1	0.000328591875809922	638.333333333333	0	0	638.333333333333	Inf	NA	23	28	0	0.135826771653543	0.0445387062566278	0	0.327908156208216	0	AT1G72450
AT1G75550.2	1	0.0025130890052356	127.333333333333	1	0.000525649633560273	439.666666666667	0	0	439.666666666667	0.209164750020859	0	15	11	1	0.144694533762058	0.0317613089509143	0.00288739172281039	0.219505935194097	0.0199550850176452	AT1G75550
AT1G76280.5	1	8.24077726270542e-05	527.333333333333	0	0	1890.66666666667	0	0	1890.66666666667	0	0	54	53	0	0.103119032463399	0.0282014898900319	0	0.273484818624939	0	AT1G76280
AT1G78930.1	1	0.000863292047873795	380.333333333333	2	0.000192676441597444	1395.66666666667	0	0	1395.66666666667	0.223188018552919	0	53	40	1	0.139473684210526	0.0287150035893754	0.000717875089734386	0.205881157810616	0.00514702894526541	AT1G78930
AT1G79700.2	0	0	207	1	0.00050180629767619	735	0	0	735	Inf	NA	18	21	0	0.09	0.0294943820224719	0	0.327715355805243	0	AT1G79700
AT2G18870.1	0	0	146.333333333333	0	0.00058871977471541	573.666666666667	0	0	573.666666666667	Inf	NA	26	25	2	0.210242587601078	0.0539568345323741	0.00431654676258993	0.256640841173215	0.0205312672938572	AT2G18870
AT2G21930.2	1	0.00117003607877793	260.666666666667	1	4.77473668312434e-05	930.333333333333	0	0	930.333333333333	0.0408084568478557	0	44	75	3	0.174603174603175	0.0825082508250825	0.0033003300330033	0.472547254725473	0.0189018901890189	AT2G21930
AT2G24490.2	0	0	186	0	7.64022603027523e-05	654	0	0	654	Inf	NA	30	11	0	0.161290322580645	0.0168195718654434	0	0.104281345565749	0	AT2G24490
AT2G26900.1	0	0.000145168430292222	306	1	0.000346320346320346	924	0	0	924	2.38564504433373	0	44	12	0	0.143790849673203	0.012987012987013	0	0.090318772136954	0	AT2G26900
AT2G32710.1	0	0	196.333333333333	2	0.000907954346562098	673.666666666667	0	0	673.666666666667	Inf	NA	20	17	1	0.114068441064639	0.0281146637265711	0.00165380374862183	0.246471885336273	0.0144983461962514	AT2G32710
AT2G37678.1	2	0.00933236515876965	116	0	0	493	0	0	493	0	0	18	9	0	0.157894736842105	0.0185185185185185	0	0.117283950617284	0	AT2G37678
AT2G38310.1	2	0.00403773427888164	150.333333333333	0	0	473.666666666667	0	0	473.666666666667	0	0	22	0	0	0.146666666666667	0	0	0	0	AT2G38310
AT2G43120.2	0	0.000549667583718564	241.333333333333	0	0	877.666666666667	0	0	877.666666666667	0	0	21	14	1	0.0993690851735016	0.0185512367491166	0.00132508833922261	0.186690223792697	0.0133350159851927	AT2G43120
AT2G43750.1	0	0.00168441753760191	279.666666666667	1	0.000320630971683469	899.333333333333	0	0	899.333333333333	0.190351242804055	0	22	4	0	0.0786650774731824	0.0044477390659748	0	0.0565401981265584	0	AT2G43750
AT2G46620.1	1	0.000513320209434783	322	0	0	1154	0	0	1154	0	0	16	13	1	0.113475177304965	0.0274261603375527	0.00210970464135021	0.241693037974684	0.0185917721518987	AT2G46620
AT3G03272.1	1	0.000550673143909092	80.6666666666667	2	0.000888831305475798	282.333333333333	0	0	282.333333333333	1.61408144796422	0	11	10	0	0.136363636363636	0.0354191263282172	0	0.25974025974026	0	AT3G03272
AT3G07950.1	3	0.00409225367639815	216	1	0.000662102602300429	699	0	0	699	0.161794124865492	0	19	8	0	0.087962962962963	0.011444921316166	0	0.130110684436413	0	AT3G07950
AT3G09680.1	0	0	94.3333333333333	0	0	334.666666666667	0	0	334.666666666667	NA	NA	8	10	0	0.0848056537102474	0.0298804780876494	0	0.352340637450199	0	AT3G09680
AT3G10210.1	0	0.00113130596466158	152.333333333333	1	0.000241484883414837	561.666666666667	0	0	561.666666666667	0.213456740225953	0	29	11	0	0.1875	0.0197014925373134	0	0.105074626865672	0	AT3G10210
AT3G13820.1	0	0.00035150545098103	252.333333333333	1	0.000262841411689434	995.666666666667	0	0	995.666666666667	0.747759134192257	0	40	63	1	0.149812734082397	0.0663157894736842	0.00105263157894737	0.442657894736842	0.00702631578947368	AT3G13820
AT3G16830.1	1	0.00136922530411043	767	0	0.000111567273446801	2629	0	0	2629	0.0814820417880643	0	98	30	0	0.127770534550196	0.0114111829593001	0	0.0893099727528897	0	AT3G16830
AT3G18310.1	2	0.000703284128345333	581.333333333333	1	4.3557855888102e-05	2040.66666666667	0	0	2040.66666666667	0.0619349337380664	0	89	77	3	0.156049094097019	0.0386029411764706	0.00150401069518717	0.247376900198282	0.0096380610466863	AT3G18310
AT3G18710.1	4	0.0037900330052209	280.666666666667	1	9.39285862791731e-05	967.333333333333	0	0	967.333333333333	0.0247830523242893	0	50	34	0	0.180722891566265	0.0354412786657401	0	0.196108408617095	0	AT3G18710
AT3G28960.2	7	0.00848351048738832	279	4	0.00146432637545994	939	0	0	939	0.172608541904536	0	52	17	0	0.186379928315412	0.0181043663471778	0	0.097136888670435	0	AT3G28960
AT3G46440.2	6	0.008798939883734	225.666666666667	0	0	800.333333333333	0	0	800.333333333333	0	0	31	2	0	0.137370753323486	0.00249895876718034	0	0.0181913450040978	0	AT3G46440
AT3G46920.2	3	0.000621246486569554	762	6	0.000404618587550377	2706	0	0	2706	0.651301208614685	0	45	93	1	0.111386138613861	0.0628378378378378	0.000675675675675676	0.564144144144144	0.00606606606606607	AT3G46920
